"","ORF","Long_description","haploids_SR7575_exp1","haploids_SR7575_exp2","avghaplo","rank1","rank2","Gene","SGTC_352","SGTC_513","SGTC_1789","CDC48_YDL126C_tsq209","CDC48_YDL126C_tsq208","RPN4_YDL020C","INO2_YDR123C","SRP101_YDR292C_damp","HAC1_YFL031W","OPI3_YJR073C","PGA3_YML125C_damp","UBC7_YMR022W","YNL181W_YNL181W_damp","4166_8_HOP_0148"
"1063","YDR431W","YDR431W  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",-0.4457557014083,-0.410951890940121,-0.428353796174211,379,337,"YDR431W",-1.14511827671472,-0.010839365809959,-0.0901576915313173,0.05457,-0.00571,0.028,-0.087109,0.240217,0.012641,0.001614,0.099162,-0.06266,0.031958,-2.45378743831873e-05
"1064","YDR434W","YDR434W GPI17 DAMP Transmembrane protein; subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-S homolog",0.153203156170793,0.00143737766841445,0.0773202669196037,3464,2201,"GPI17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","YDR435C","YDR435C PPM1 DEL Carboxyl methyltransferase; methylates the C terminus of the protein phosphatase 2A catalytic subunit (Pph21p or Pph22p), which is important for complex formation with regulatory subunits",0.744338091360067,0.54628328848435,0.645310689922209,4785,4703,"PPM1",-1.13521942110762,2.29849027453272,-1.02962894929528,-0.07069,-0.032944,-0.084262,0.020372,-0.059896,-0.033439,0.123649,0.023329,0.003763,-0.031246,-0.0494097014229064
"1066","YDR436W","YDR436W PPZ2 DEL Serine/threonine protein phosphatase Z, isoform of Ppz1p; involved in regulation of potassium transport, which affects osmotic stability, cell cycle progression, and halotolerance; PPZ2 has a paralog, PPZ1, that arose from the whole genome duplication",-0.297211072523494,0.254865584579358,-0.021172743972068,585,4105,"PPZ2",1.12086221977908,-0.314008195879962,1.59089534530431,-0.105681,-0.056546,0.029864,0.029925,0.005523,-0.023711,-0.049944,-0.030586,-0.023156,-0.022971,0.188796511173637
"1067","YDR438W","YDR438W THI74 DEL Mitochondrial transporter repressible by thiamine; THI74 has a paralog, YML018C, that arose from the whole genome duplication; shows sequence homology to human gene SLC35F3, a thiamine transporter implicated in hypertension",0.0108208544163471,-0.084980231217816,-0.0370796884007345,2301,1428,"THI74",-0.664640232334076,0.210151986704583,0.0343465198219932,0.00476,0.00547,0.070252,-0.038976,-0.01452,-0.011223,-0.040588,-0.036977,-0.022988,-0.007993,-0.703463096657493
"1068","YDR439W","YDR439W LRS4 DEL Nucleolar protein that forms a complex with Csm1p; and then Mam1p at kinetochores during meiosis I to mediate accurate homolog segregation; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation",-1.82864502791547,-1.43069969098676,-1.62967235945111,50,58,"LRS4",-0.930567072404431,-0.682658340401209,-0.50838052176316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.38367426744796
"1069","YDR440W","YDR440W DOT1 DEL Nucleosomal histone H3-Lys79 methylase; methylation is required for telomeric silencing, meiotic checkpoint control, and DNA damage response",-0.0110417585413509,-0.0556576284991212,-0.033349693520236,2136,1664,"DOT1",-0.191161128481398,-0.182824927308127,-1.93442076832106,0.06784,0.041179,-0.08818,-0.041832,-0.080316,0.044778,-0.190383,-0.013911,0.011364,0.008909,0.000697097110726516
"1070","YDR441C","YDR441C APT2 DEL Potential adenine phosphoribosyltransferase; encodes a protein with similarity to adenine phosphoribosyltransferase, but artificially expressed protein exhibits no enzymatic activity; APT2 has a paralog, APT1, that arose from the whole genome duplication",0.50515496385671,0.437788417142823,0.471471690499767,4594,4596,"APT2",-1.61630465074965,-0.592854217440246,0.755365684227691,0.033312,0.032724,-0.011774,-0.037496,-0.009952,-0.025732,-0.031589,0.083768,0.00591,-0.105381,0.43499793659454
"1071","YDR442W","YDR442W  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",-0.152687456361182,-0.543445332380994,-0.348066394371088,1077,250,"YDR442W",2.57975607464254,2.10024904248768,0.710485637400073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.75197663954869
"1072","YDR443C","YDR443C SSN2 DEL Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for stable association of Srb10p-Srb11p kinase; essential for transcriptional regulation",0.135445098784392,0.0662270144667742,0.100836056625583,3309,2874,"SSN2",-0.562963527903106,3.11607723004301,1.77792503981654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.398456406805371
"1073","YDR444W","YDR444W  DEL Putative hydrolase acting on ester bonds",0.265864829525458,0.274266342372685,0.270065585949071,4052,4176,"YDR444W",-0.604966883790306,-0.827728120322444,-0.407935271999068,-0.03655,-0.007817,-0.034394,-0.036547,-0.022624,-0.019803,NA,-0.028749,0.011604,-0.008299,-2.08919212030533
"1074","YDR447C","YDR447C RPS17B DEL Ribosomal protein 51 (rp51) of the small (40s) subunit; homologous to mammalian ribosomal protein S17, no bacterial homolog; RPS17B has a paralog, RPS17A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress",0.900170493133719,0.492476900699328,0.696323696916524,4833,4651,"RPS17B",0.261010892743124,1.91954799789441,0.175664814656355,0.104386,0.02014,-0.003874,0.032659,0.111229,-0.03095,0.042053,0.037647,-0.039508,0.015095,3.60674669725964
"1075","YDR449C","YDR449C UTP6 DAMP Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA",0.0973080442554279,-0.12383175354095,-0.013261854642761,3013,1165,"UTP6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076","YDR451C","YDR451C YHP1 DEL Homeobox transcriptional repressor; binds Mcm1p and early cell cycle box (ECB) elements of cell cycle regulated genes, thereby restricting ECB-mediated transcription to the M/G1 interval; YHP1 has a paralog, YOX1, that arose from the whole genome duplication",-0.0308611812622802,0.0484073612619057,0.00877308999981275,1972,2700,"YHP1",-0.00972805861354123,-0.00815241990299187,-2.35329600122953,-0.008137,-0.02008,-0.03141,0.002476,-0.012784,-0.007685,0.044445,-0.028701,0.064462,0.03558,-2.16884799371197
"1077","YDR452W","YDR452W PPN1 DEL Vacuolar endopolyphosphatase with a role in phosphate metabolism; functions as a homodimer; relocalizes from vacuole to cytoplasm upon DNA replication stress",0.152318374832272,0.0855477282512439,0.118933051541758,3462,3042,"PPN1",0.58907030657676,0.226693860495963,-0.705227212157786,-0.042886,0.00508,-0.004664,-0.019808,-0.009118,-0.022406,-0.021229,-0.002992,-0.003913,-0.007548,-0.0718060288225427
"1078","YDR453C","YDR453C TSA2 DEL Stress inducible cytoplasmic thioredoxin peroxidase; cooperates with Tsa1p in the removal of reactive oxygen, nitrogen and sulfur species using thioredoxin as hydrogen donor; deletion enhances the mutator phenotype of tsa1 mutants; protein abundance increases in response to DNA replication stress; TSA2 has a paralog, TSA1, that arose from the whole genome duplication",-0.0475653845091323,0.119591527110862,0.0360130713008649,1833,3315,"TSA2",-0.602887539627698,0.291181218045339,0.122002026475497,0.006267,0.019209,0.010178,-0.009994,-0.081015,0.012527,-0.046,0.000385,-0.041928,0.003055,-0.317950713771996
"1079","YDR455C","YDR455C  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YDR456W",-0.818394360004038,-0.279033939593913,-0.548714149798975,185,530,"YDR455C",-6.51871694433371,0.782703056852297,-10.1179589312733,0.034595,-0.094077,-0.061155,0.046936,0.051099,0.016136,0.067451,0.039741,0.050767,0.003479,-5.27553346228536
"1080","YDR457W","YDR457W TOM1 DEL E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase",0.385034640468784,0.514602617443611,0.449818628956198,4379,4676,"TOM1",-0.101961062528228,0.599612897182981,1.11625301554971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62578675119301
"1081","YDR458C","YDR458C HEH2 DEL Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif, nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle; HEH2 has a paralog, SRC1, that arose from the whole genome duplication",0.36524815072981,0.094954242884251,0.230101196807031,4342,3123,"HEH2",-0.398637343754734,-0.174041627219585,-0.550678691404592,-0.043523,-0.019821,0.015499,0.007076,-0.007387,0.000691,-0.031305,0.021174,0.068861,-0.022855,1.58005211637358
"1082","YDR459C","YDR459C PFA5 DEL Palmitoyltransferase with autoacylation activity; likely functions in pathway(s) outside Ras; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain",0.183902796563229,0.0837633488669882,0.133833072715109,3654,3026,"PFA5",-1.3571295846079,0.690402820506685,-0.386012921880768,0.022827,-0.002461,0.034254,0.007818,0.025174,-0.007235,0.07372,0.05473,-0.003933,0.021174,0.0929218102595448
"1083","YDR460W","YDR460W TFB3 DAMP Subunit of TFIIH and nucleotide excision repair factor 3 complexes; involved in transcription initiation, required for nucleotide excision repair; ring finger protein similar to mammalian CAK and TFIIH subunit",0.115501738190302,0.0703766269792881,0.0929391825847951,3160,2909,"TFB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","YDR461W","YDR461W MFA1 DEL Mating pheromone a-factor; made by a cells; interacts with alpha cells to induce cell cycle arrest and other responses leading to mating; biogenesis involves C-terminal modification, N-terminal proteolysis, and export; also encoded by MFA2",-1.24737883771404,-0.931551104774492,-1.08946497124427,105,129,"MFA1",-0.158947245871964,-1.25819572119477,-0.484934251975956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8222566264216
"1085","YDR462W","YDR462W MRPL28 DEL Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress",0.114976208553385,0.158056479117881,0.136516343835633,3157,3597,"MRPL28",1.30225398807819,1.52891600924239,1.36432641054565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0372578750107242
"1086","YDR463W","YDR463W STP1 DEL Transcription factor; undergoes proteolytic processing by SPS (Ssy1p-Ptr3p-Ssy5p)-sensor component Ssy5p in response to extracellular amino acids; activates transcription of amino acid permease genes and may have a role in tRNA processing; STP1 has a paralog, STP2, that arose from the whole genome duplication",-0.0342919832809397,1.02095750632993,0.493332761524495,1938,4883,"STP1",-1.40907442402636,-0.581583432356103,-0.17050738125591,-0.043878,0.010323,-0.011324,-0.121326,-0.021577,NA,-0.100022,-0.083278,-0.023682,0.016123,-4.40819410952554
"1087","YDR464W","YDR464W SPP41 DAMP Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia",-0.0715539928421868,-0.0529611336420185,-0.0622575632421027,1632,1687,"SPP41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","YDR465C","YDR465C RMT2 DEL Arginine N5 methyltransferase; methylates ribosomal protein Rpl12 (L12) on Arg67; relative distribution to the nucleus increases upon DNA replication stress",0.644470325070131,0.649661210721752,0.647065767895942,4740,4782,"RMT2",0.471420206186408,-1.31966547703507,-0.732154927474847,-0.004513,-0.026998,-0.000113,-0.002234,-0.018829,NA,-0.014566,-0.002595,0.011277,0.010494,-0.168438092224905
"1089","YDR466W","YDR466W PKH3 DEL Protein kinase with similarity to mammalian PDK1 and yeast Pkh1p/Phk2p; yeast Pkh1p and Pkh2p are two redundant upstream activators of Pkc1p; identified as a multicopy suppressor of a pkh1 pkh2 double mutant",0.698681582713833,0.464306498814433,0.581494040764133,4767,4627,"PKH3",0.281532271350474,3.2951629167917,0.133752735175084,-0.016388,-0.016709,-0.005284,0.057584,-0.049288,NA,0.086851,-0.024355,-0.015988,-5.7e-05,-0.48871604010604
"1090","YDR467C","YDR467C  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",0.261900126286394,0.298259256638108,0.280079691462251,4039,4262,"YDR467C",-0.672939845576102,0.931558300715401,-0.757435254629243,-0.007064,-0.006517,0.000877,0.033846,0.015528,NA,-0.015503,0.048124,-0.003512,0.005947,-0.058498563585609
"1091","YDR468C","YDR468C TLG1 DAMP Essential t-SNARE that mediates fusion of vesicles with the late Golgi; forms a complex with Tlg2p and Vti1p; mediates fusion of endosome-derived vesicles with the late Golgi; binds the docking complex VFT (Vps fifty-three) through interaction with Vps51p",-0.0586373354298687,-0.627713926676311,-0.34317563105309,1730,212,"TLG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","YDR469W","YDR469W SDC1 DEL Subunit of the COMPASS (Set1C) complex; COMPASS methylates lysine 4 of histone H3 and is required in chromatin silencing at telomeres; contains a Dpy-30 domain that mediates interaction with Bre2p; similar to C. elegans and human DPY-30",-0.111048507379967,0.0166599594009362,-0.0471942739895154,1335,2373,"SDC1",-0.435086461757842,-1.91904851429848,0.102012444604106,-0.127136,-0.12833,-0.042488,0.041875,0.041067,NA,0.067831,0.022558,0.025266,0.003095,-3.00533360460616
"1093","YDR471W","YDR471W RPL27B DEL Ribosomal 60S subunit protein L27B; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27B has a paralog, RPL27A, that arose from the whole genome duplication",0.518609164021513,0.611651136088913,0.565130150055213,4615,4756,"RPL27B",-0.320721323801698,3.27516744786305,1.30835236713312,0.137078,0.04097,-0.03232,0.045049,0.106661,NA,-0.018217,0.073805,0.040689,0.015624,4.21647250438275
"1094","YDR473C","YDR473C PRP3 DAMP Splicing factor; component of the U4/U6-U5 snRNP complex",0.509224399337692,0.0765658668622291,0.292895133099961,4599,2958,"PRP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","YDR475C","YDR475C JIP4 DEL Protein of unknown function; previously annotated as two separate ORFs, YDR474C and YDR475C, which were merged as a result of corrections to the systematic reference sequence; JIP4 has a paralog, YOR019W, that arose from the whole genome duplication",0.317927253536273,0.3335951978045,0.325761225670386,4223,4358,"JIP4",0.827596317150016,0.712841050721587,1.69973396596239,0.041008,0.01187,-0.014375,-0.017822,0.013579,NA,0.019871,0.001909,-0.001366,0.008627,NA
"1096","YDR476C","YDR476C  DEL Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene",0.589680299795231,0.199082889199744,0.394381594497487,4693,3849,"YDR476C",-1.84684558859974,-0.0818001690927179,-1.23467407807212,-0.017247,0.008482,0.030678,-0.00247,-0.101886,NA,0.068401,-0.017152,0.027177,-0.032492,0.00589616960332443
"1097","YDR477W","YDR477W SNF1 DEL AMP-activated serine/threonine protein kinase; found in a complex containing Snf4p and members of the Sip1p/Sip2p/Gal83p family; required for transcription of glucose-repressed genes, thermotolerance, sporulation, and peroxisome biogenesis; involved in regulation of the nucleocytoplasmic shuttling of Hxk2p; regulates filamentous growth in response to starvation; SUMOylation by Mms21p inhibits its function and targets Snf1p for destruction via the Slx5-Slx8 Ubiquitin ligase",-1.56199015066128,-0.784907993284723,-1.173449071973,70,164,"SNF1",0.223707659159894,-0.408243664007112,0.426650674762373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.93685746795791
"1098","YDR479C","YDR479C PEX29 DEL Peroxisomal integral membrane peroxin; involved in the regulation of peroxisomal size, number and distribution; genetic interactions suggest that Pex28p and Pex29p act at steps upstream of those mediated by Pex30p, Pex31p, and Pex32p; forms ER foci upon DNA replication stress",0.441924864655791,0.666749511325929,0.55433718799086,4502,4789,"PEX29",-2.73224260043798,-0.011800025686927,2.11144040419093,-0.052485,-0.009575,0.002335,-0.099928,-0.117837,NA,-0.018914,-0.051074,0.025594,0.015687,-0.413998072328681
"1099","YDR480W","YDR480W DIG2 DEL MAP kinase-responsive inhibitor of the Ste12p transcription factor; involved in the regulation of mating-specific genes and the invasive growth pathway; related regulators Dig1p and Dig2p bind to Ste12p; DIG2 has a paralog, DIG1, that arose from the whole genome duplication",0.267185844918855,0.383813220537095,0.325499532727975,4060,4476,"DIG2",-0.961899149777078,0.389046352230195,-0.154723489392136,0.000972,-0.009773,-0.007672,-0.025654,-0.027491,-0.014855,-0.014251,0.012256,-0.002603,0.014005,0.051265800864432
